Company ,Car Name,Engine,CC,HP (Horsepower),Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm)
,818.0,,1968.0,272.0,200.0,8.3,35000.0,,7.0,350.0
,818.0,,2500.0,204.0,145.0,10.2,55000.0,,2.0,310.0
,818.0,,1984.0,280.0,250.0,5.6,50000.0,,5.0,350.0
,818.0,,1984.0,228.0,250.0,6.5,31000.0,,5.0,350.0
,818.0,,1984.0,174.0,205.0,7.0,25000.0,,4.0,250.0
,818.0,,1968.0,272.0,220.0,7.8,30000.0,,5.0,350.0
,818.0,,1968.0,272.0,250.0,4.9,40000.0,,5.0,400.0
,818.0,,2500.0,272.0,200.0,8.5,27000.0,,5.0,250.0
,818.0,,1984.0,207.0,237.0,6.7,30000.0,,5.0,320.0
,818.0,,2967.0,272.0,235.0,7.5,60000.0,,5.0,450.0
,818.0,,2500.0,245.0,200.0,7.5,42000.0,,5.0,400.0
,818.0,,2500.0,83.0,130.0,11.9,23000.0,,4.0,210.0
,818.0,,3996.0,272.0,210.0,7.4,70000.0,,5.0,580.0
,818.0,,1984.0,265.0,250.0,5.9,45000.0,,4.0,380.0
,818.0,,1968.0,190.0,220.0,8.0,40000.0,,5.0,400.0
,818.0,,2500.0,204.0,145.0,10.2,55000.0,,2.0,310.0
,818.0,,1598.0,272.0,180.0,10.4,16700.0,,5.0,154.0
,818.0,,999.0,272.0,175.0,10.8,15500.0,,5.0,160.0
,818.0,,5552.0,272.0,210.0,7.3,77000.0,,7.0,560.0
,818.0,,1332.0,272.0,195.0,8.9,26000.0,,5.0,260.0
,818.0,,3498.0,272.0,210.0,7.5,39000.0,,5.0,325.0
,818.0,,3498.0,272.0,220.0,6.2,45000.0,,5.0,353.0
,818.0,,5552.0,272.0,210.0,6.5,51000.0,,8.0,560.0
,818.0,,1598.0,272.0,180.0,10.7,20000.0,,5.0,154.0
,818.0,,1498.0,272.0,200.0,8.0,29000.0,,5.0,305.0
,818.0,,2997.0,272.0,250.0,4.5,40000.0,,2.0,475.0
,818.0,,999.0,272.0,185.0,10.7,14500.0,,5.0,160.0
,818.0,,1798.0,272.0,190.0,9.6,18000.0,,5.0,174.0
,818.0,,1198.0,272.0,170.0,11.5,16000.0,,5.0,150.0
,818.0,,1598.0,272.0,180.0,11.0,15000.0,,5.0,156.0
,818.0,,1798.0,272.0,175.0,10.6,14500.0,,5.0,171.0
,818.0,,999.0,272.0,180.0,10.4,25000.0,,5.0,180.0
,818.0,,1461.0,272.0,168.0,13.5,15500.0,,5.0,248.0
,818.0,,999.0,272.0,160.0,13.0,12000.0,,5.0,160.0
,818.0,,3954.0,272.0,200.0,7.8,35000.0,,7.0,381.0
,818.0,,5552.0,272.0,210.0,7.3,77000.0,,7.0,560.0
,818.0,,3799.0,272.0,330.0,2.9,220000.0,,2.0,652.0
,818.0,,3696.0,272.0,250.0,5.5,41820.0,,2.0,366.0
,818.0,,2500.0,272.0,200.0,5.1,58950.0,,5.0,600.0
,818.0,,5552.0,272.0,210.0,6.6,85000.0,,7.0,560.0
,818.0,,5552.0,272.0,210.0,6.5,70600.0,,7.0,560.0
,818.0,,1598.0,272.0,190.0,10.1,14500.0,,5.0,154.0
,818.0,,1197.0,272.0,190.0,10.7,19000.0,,5.0,190.0
,818.0,,1498.0,272.0,175.0,11.5,13000.0,,5.0,139.0
,818.0,,1997.0,272.0,185.0,10.5,18500.0,,5.0,191.0
,818.0,,1198.0,272.0,170.0,13.7,12000.0,,5.0,106.0
,818.0,,1997.0,272.0,190.0,9.8,24960.0,,5.0,199.0
,818.0,,1997.0,272.0,180.0,9.4,28500.0,,5.0,207.0
,818.0,,3498.0,272.0,190.0,7.4,42820.0,,7.0,351.0
,818.0,,5552.0,272.0,210.0,6.5,65300.0,,8.0,560.0
,818.0,,1598.0,272.0,165.0,12.5,14000.0,,5.0,145.0
,818.0,,3799.0,272.0,315.0,2.5,1100000.0,,2.0,780.0
,818.0,,3696.0,272.0,250.0,5.2,45790.0,,2.0,374.0
,818.0,,2500.0,272.0,200.0,5.1,60000.0,,5.0,600.0
,818.0,,5552.0,272.0,210.0,6.5,105000.0,,7.0,560.0
,818.0,,2997.0,272.0,250.0,5.0,41750.0,,4.0,400.0
,818.0,,1998.0,272.0,200.0,9.6,20000.0,,5.0,190.0
,818.0,,2997.0,272.0,250.0,5.0,50000.0,,5.0,475.0
,818.0,,1998.0,272.0,190.0,10.5,22000.0,,5.0,190.0
,818.0,,2498.0,272.0,210.0,8.6,30000.0,,5.0,250.0
,818.0,,1796.0,272.0,175.0,11.0,18500.0,,5.0,170.0
,818.0,,4750.0,272.0,190.0,8.2,55000.0,,7.0,451.0
,818.0,,2488.0,272.0,190.0,7.7,42500.0,,7.0,329.0
,818.0,,2498.0,272.0,175.0,10.8,40000.0,,7.0,240.0
,818.0,,1497.0,272.0,180.0,8.2,38000.0,,5.0,300.0
,818.0,,1332.0,272.0,190.0,9.2,36000.0,,5.0,270.0
,818.0,,3799.0,272.0,330.0,2.8,175000.0,,2.0,652.0
,818.0,,2997.0,272.0,270.0,4.7,55000.0,,5.0,475.0
,818.0,,2500.0,272.0,200.0,5.1,63000.0,,5.0,600.0
,818.0,,5552.0,272.0,210.0,6.5,98000.0,,7.0,560.0
,818.0,,5026.0,272.0,250.0,5.6,61750.0,,5.0,500.0
,818.0,,1998.0,272.0,180.0,9.8,20000.0,,5.0,186.0
,818.0,,1798.0,272.0,175.0,10.8,18000.0,,5.0,168.0
,818.0,,1838.0,272.0,170.0,11.5,17500.0,,5.0,161.0
,818.0,,2960.0,272.0,200.0,8.4,32000.0,,5.0,265.0
,818.0,,1598.0,272.0,200.0,7.5,24000.0,,5.0,240.0
,818.0,,2438.0,272.0,180.0,10.6,20000.0,,5.0,217.0
,818.0,,2498.0,272.0,175.0,11.0,18500.0,,5.0,225.0
,818.0,,5552.0,272.0,210.0,6.5,95000.0,,7.0,560.0
,818.0,,5552.0,272.0,200.0,6.5,60000.0,,7.0,560.0
,818.0,,1497.0,272.0,180.0,8.2,39000.0,,5.0,300.0
,818.0,,3799.0,272.0,330.0,2.8,185000.0,,2.0,652.0
,818.0,,2997.0,272.0,250.0,4.2,48000.0,,2.0,475.0
,818.0,,2568.0,272.0,250.0,5.6,70000.0,,4.0,392.0
,818.0,,2500.0,272.0,200.0,5.1,67000.0,,5.0,600.0
,818.0,,1997.0,272.0,230.0,6.5,50000.0,,5.0,380.0
,818.0,,2488.0,272.0,155.0,12.5,28000.0,,8.0,356.0
,818.0,,2298.0,272.0,180.0,10.2,32000.0,,5.0,450.0
,818.0,,5552.0,272.0,195.0,6.9,55000.0,,6.0,560.0
,818.0,,1461.0,272.0,140.0,15.0,25000.0,,7.0,200.0
,818.0,,2488.0,272.0,145.0,14.8,27000.0,,3.0,350.0
,818.0,,1397.0,272.0,145.0,14.0,14000.0,,5.0,110.0
,818.0,,2825.0,272.0,160.0,12.5,22000.0,,5.0,184.0
,818.0,,1998.0,272.0,235.0,5.9,45000.0,,4.0,275.0
,818.0,,1998.0,272.0,200.0,9.0,22000.0,,4.0,180.0
,818.0,,1498.0,272.0,165.0,12.3,16000.0,,5.0,150.0
,818.0,,4750.0,272.0,190.0,8.2,58000.0,,7.0,451.0
,818.0,,3498.0,272.0,195.0,7.2,44000.0,,7.0,351.0
,818.0,,2664.0,272.0,160.0,12.9,28000.0,,5.0,278.0
,818.0,,3498.0,272.0,195.0,7.6,47000.0,,4.0,325.0
,818.0,,1497.0,272.0,190.0,8.0,43000.0,,5.0,305.0
,818.0,,3000.0,272.0,320.0,3.0,600000.0,,2.0,650.0
,818.0,,2997.0,272.0,250.0,4.5,70000.0,,5.0,475.0
,818.0,,3696.0,272.0,250.0,5.5,42000.0,,5.0,365.0
,818.0,,5552.0,272.0,200.0,6.5,85000.0,,7.0,560.0
,818.0,,2500.0,272.0,200.0,5.1,68000.0,,5.0,600.0
,818.0,,1595.0,272.0,175.0,10.2,25000.0,,4.0,135.0
,818.0,,1998.0,272.0,240.0,7.2,30000.0,,4.0,265.0
,818.0,,2960.0,272.0,250.0,5.9,50000.0,,4.0,384.0
,818.0,,3495.0,272.0,354.0,3.3,1000000.0,,2.0,637.0
,818.0,,987.0,272.0,170.0,12.8,20000.0,,4.0,103.0
,818.0,,2389.0,272.0,160.0,10.6,25000.0,,5.0,206.0
,818.0,,2999.0,272.0,130.0,18.0,35000.0,,3.0,300.0
,818.0,,659.0,272.0,110.0,18.5,10000.0,,4.0,62.0
,818.0,,1998.0,272.0,140.0,14.0,28000.0,,7.0,188.0
,818.0,,1770.0,272.0,155.0,13.8,18000.0,,5.0,130.0
,818.0,,1998.0,272.0,190.0,11.0,23000.0,,5.0,180.0
,818.0,,2389.0,272.0,160.0,12.0,22000.0,,7.0,205.0
,818.0,,1998.0,272.0,240.0,6.8,35000.0,,4.0,275.0
,818.0,,1597.0,272.0,170.0,11.0,18000.0,,5.0,140.0
,818.0,,5552.0,272.0,205.0,6.3,95000.0,,7.0,580.0
,818.0,,5552.0,272.0,190.0,6.8,70000.0,,7.0,560.0
,818.0,,1998.0,272.0,190.0,9.0,32000.0,,5.0,195.0
,818.0,,1497.0,272.0,190.0,8.0,46000.0,,5.0,305.0
,818.0,,1497.0,272.0,200.0,7.5,40000.0,,5.0,330.0
,818.0,,3799.0,272.0,315.0,2.8,220000.0,,2.0,637.0
,818.0,,4494.0,272.0,250.0,5.8,50000.0,,5.0,451.0
,818.0,,2997.0,272.0,250.0,4.5,75000.0,,5.0,475.0
,818.0,,2500.0,272.0,200.0,5.1,70000.0,,5.0,600.0
,818.0,,5552.0,272.0,205.0,6.3,95000.0,,7.0,580.0
,818.0,,2393.0,272.0,210.0,8.0,45000.0,,2.0,198.0
,818.0,,1597.0,272.0,185.0,9.6,18000.0,,4.0,135.0
,818.0,,2960.0,272.0,225.0,8.5,60000.0,,5.0,330.0
,818.0,,2960.0,272.0,250.0,5.9,55000.0,,4.0,384.0
,818.0,,1998.0,272.0,240.0,5.6,35000.0,,4.0,300.0
,818.0,,2298.0,272.0,150.0,15.0,40000.0,,3.0,360.0
,818.0,,5552.0,272.0,180.0,7.0,55000.0,,5.0,560.0
,818.0,,2498.0,272.0,140.0,14.0,30000.0,,7.0,260.0
,818.0,,1198.0,272.0,160.0,12.0,35000.0,,7.0,320.0
,818.0,,3498.0,272.0,200.0,8.5,50000.0,,7.0,344.0
,818.0,,1595.0,272.0,175.0,10.2,25000.0,,4.0,135.0
,818.0,,1998.0,272.0,175.0,11.0,18000.0,,5.0,170.0
,818.0,,1998.0,272.0,225.0,6.0,30000.0,,5.0,280.0
,818.0,,1769.0,272.0,180.0,12.5,15000.0,,5.0,160.0
,818.0,,1597.0,272.0,185.0,10.5,12000.0,,5.0,150.0
,818.0,,1497.0,272.0,165.0,13.0,10000.0,,5.0,135.0
,818.0,,2663.0,272.0,160.0,12.5,25000.0,,7.0,260.0
,818.0,,4169.0,272.0,160.0,12.0,45000.0,,7.0,330.0
,818.0,,1998.0,272.0,215.0,6.4,38000.0,,5.0,310.0
,818.0,,3275.0,272.0,175.0,10.0,28000.0,,5.0,290.0
,818.0,,4494.0,272.0,210.0,7.5,70000.0,,5.0,400.0
,818.0,,4130.0,272.0,210.0,8.0,60000.0,,5.0,390.0
,818.0,,2960.0,272.0,215.0,6.5,45000.0,,5.0,340.0
,818.0,,2960.0,272.0,220.0,6.5,50000.0,,5.0,340.0
,818.0,,4494.0,272.0,240.0,6.2,50000.0,,5.0,450.0
,818.0,,2393.0,272.0,210.0,8.0,45000.0,,2.0,198.0
,818.0,,2753.0,272.0,205.0,9.5,35000.0,,2.0,210.0
,818.0,,1809.0,272.0,215.0,6.8,20000.0,,4.0,230.0
,818.0,,1998.0,272.0,225.0,7.0,25000.0,,4.0,260.0
,818.0,,1839.0,272.0,200.0,9.0,18000.0,,4.0,180.0
,818.0,,3954.0,272.0,160.0,10.0,36000.0,,2.0,385.0
,818.0,,5552.0,272.0,170.0,9.0,42000.0,,2.0,525.0
,818.0,,2953.0,272.0,140.0,15.0,35000.0,,3.0,350.0
,818.0,,2894.0,272.0,270.0,5.6,88000.0,,4.0,450.0
,818.0,,2894.0,272.0,270.0,5.4,92000.0,,4.0,450.0
,818.0,,2894.0,272.0,289.0,4.4,105000.0,,4.0,550.0
,818.0,,3996.0,272.0,315.0,3.1,180000.0,,4.0,820.0
,818.0,,3996.0,272.0,300.0,3.9,130000.0,,4.0,620.0
,818.0,,2894.0,272.0,270.0,5.4,102000.0,,4.0,450.0
,818.0,,2500.0,272.0,280.0,4.4,115000.0,,4.0,700.0
,818.0,,2500.0,272.0,280.0,4.4,120000.0,,4.0,700.0
,818.0,,2500.0,272.0,315.0,3.2,190000.0,,4.0,870.0
,818.0,,2894.0,272.0,270.0,5.6,95000.0,,4.0,450.0
,818.0,,2995.0,272.0,245.0,5.9,80000.0,,5.0,450.0
,818.0,,2995.0,272.0,245.0,6.0,85000.0,,5.0,450.0
,818.0,,2894.0,272.0,265.0,5.0,95000.0,,5.0,550.0
,818.0,,3996.0,272.0,286.0,4.0,130000.0,,5.0,770.0
,818.0,,3996.0,272.0,270.0,4.5,110000.0,,5.0,620.0
,818.0,,2500.0,272.0,295.0,3.6,170000.0,,5.0,900.0
,818.0,,1984.0,272.0,232.0,6.2,60000.0,,5.0,400.0
,818.0,,2894.0,272.0,259.0,4.8,75000.0,,5.0,520.0
,818.0,,2894.0,272.0,272.0,4.5,85000.0,,5.0,550.0
,818.0,,1984.0,272.0,232.0,6.2,65000.0,,5.0,400.0
,818.0,,2981.0,272.0,293.0,4.2,110000.0,,4.0,450.0
,818.0,,2981.0,443.0,308.0,3.5,131300.0,,4.0,528.0
,818.0,,2981.0,379.0,293.0,4.2,106500.0,,4.0,450.0
,818.0,,2981.0,443.0,306.0,3.4,113300.0,,4.0,528.0
,818.0,,2981.0,379.0,289.0,4.4,121300.0,,4.0,450.0
,818.0,,3745.0,572.0,320.0,2.7,197200.0,,4.0,750.0
,818.0,,3745.0,640.0,330.0,2.6,230400.0,,4.0,800.0
,818.0,,3996.0,502.0,318.0,3.4,161100.0,,2.0,469.0
,818.0,,3996.0,518.0,296.0,3.2,241300.0,,2.0,465.0
,818.0,,2981.0,473.0,240.0,3.4,222000.0,,2.0,570.0
,818.0,,2500.0,402.0,230.0,5.4,86700.0,,4.0,344.0
,818.0,,2500.0,522.0,250.0,4.0,103800.0,,4.0,640.0
,818.0,,2500.0,670.0,260.0,3.2,150900.0,,4.0,850.0
,818.0,,2500.0,750.0,260.0,2.8,185000.0,,4.0,1050.0
,818.0,,2500.0,590.0,250.0,3.5,132750.0,,4.0,850.0
,818.0,,2500.0,469.0,220.0,4.8,97700.0,,5.0,500.0
,818.0,,2500.0,509.0,240.0,4.1,104000.0,,5.0,650.0
,818.0,,1988.0,300.0,275.0,4.9,63400.0,,2.0,380.0
,818.0,,2497.0,350.0,285.0,4.4,75400.0,,2.0,420.0
,818.0,,3995.0,414.0,302.0,4.2,100200.0,,2.0,420.0
,818.0,,3996.0,493.0,315.0,3.2,141700.0,,2.0,450.0
,818.0,,1988.0,300.0,275.0,4.9,65500.0,,2.0,380.0
,818.0,,1988.0,300.0,275.0,4.7,69600.0,,2.0,380.0
,818.0,,3995.0,394.0,293.0,4.3,90300.0,,2.0,430.0
,818.0,,3995.0,414.0,301.0,4.1,98300.0,,2.0,420.0
,818.0,,2894.0,325.0,265.0,5.6,92300.0,,4.0,450.0
,818.0,,2894.0,462.0,280.0,4.4,113300.0,,4.0,700.0
,818.0,,2894.0,325.0,265.0,5.5,101400.0,,4.0,450.0
,818.0,,3996.0,690.0,315.0,3.2,200200.0,,4.0,870.0
,818.0,,2894.0,560.0,295.0,3.7,128900.0,,4.0,750.0
,818.0,,2894.0,325.0,265.0,5.6,98300.0,,4.0,450.0
,818.0,,3996.0,473.0,300.0,3.9,136900.0,,4.0,620.0
,818.0,,3996.0,550.0,306.0,3.8,175200.0,,4.0,770.0
,818.0,,3996.0,570.0,310.0,3.8,290000.0,,4.0,800.0
,818.0,,2894.0,443.0,289.0,4.1,105000.0,,4.0,550.0
,818.0,,1984.0,265.0,232.0,6.4,58000.0,,5.0,400.0
,818.0,,1984.0,265.0,233.0,6.2,63000.0,,5.0,400.0
,818.0,,2894.0,375.0,259.0,4.6,70400.0,,5.0,520.0
,818.0,,2894.0,434.0,272.0,4.3,82900.0,,5.0,550.0
,818.0,,2500.0,603.0,240.0,4.0,85000.0,,5.0,750.0
,818.0,,2995.0,335.0,245.0,5.9,72200.0,,5.0,450.0
,818.0,,2995.0,455.0,253.0,4.8,91000.0,,5.0,700.0
,818.0,,2894.0,434.0,263.0,4.7,94300.0,,4.0,550.0
,818.0,,3996.0,631.0,300.0,3.3,182150.0,,4.0,850.0
,818.0,,2995.0,335.0,245.0,5.8,79000.0,,5.0,450.0
,818.0,,3996.0,670.0,295.0,3.6,167800.0,,4.0,900.0
,818.0,,3996.0,453.0,270.0,4.5,111200.0,,4.0,620.0
,818.0,,2967.0,262.0,221.0,7.3,69000.0,,5.0,580.0
,818.0,,2995.0,380.0,242.0,6.5,85500.0,,5.0,580.0
,818.0,,3996.0,728.0,295.0,3.6,182900.0,,4.0,950.0
,818.0,,2500.0,321.0,230.0,5.4,86700.0,,4.0,345.0
,818.0,,2000.0,237.0,250.0,6.0,34395.0,,5.0,350.0
,818.0,,2700.0,325.0,260.0,4.9,46595.0,,5.0,500.0
,818.0,,2000.0,237.0,240.0,6.6,38195.0,,5.0,350.0
,818.0,,3000.0,360.0,250.0,4.6,50995.0,,5.0,550.0
,818.0,,2500.0,375.0,240.0,5.1,94800.0,,4.0,500.0
,818.0,,2500.0,590.0,250.0,3.8,139400.0,,4.0,620.0
,818.0,,2500.0,375.0,230.0,5.4,90500.0,,4.0,500.0
,818.0,,2500.0,590.0,250.0,3.7,136700.0,,4.0,620.0
,818.0,,2500.0,750.0,260.0,2.9,190000.0,,4.0,1050.0
,818.0,,2981.0,379.0,293.0,4.2,106100.0,,4.0,450.0
,818.0,,2981.0,443.0,304.0,3.9,129900.0,,4.0,530.0
,818.0,,2981.0,379.0,293.0,4.4,113300.0,,4.0,450.0
,818.0,,2981.0,473.0,311.0,3.3,137000.0,,4.0,570.0
,818.0,,2981.0,473.0,307.0,3.5,157300.0,,4.0,570.0
,818.0,,3745.0,572.0,320.0,2.9,184100.0,,4.0,750.0
,818.0,,3745.0,640.0,330.0,2.7,207000.0,,4.0,800.0
,818.0,,3996.0,502.0,318.0,3.9,170000.0,,2.0,470.0
,818.0,,3996.0,525.0,296.0,3.2,223800.0,,2.0,465.0
,818.0,,2981.0,473.0,240.0,3.4,222000.0,,4.0,570.0
,818.0,,2981.0,473.0,311.0,3.2,145300.0,,4.0,570.0
,818.0,,2981.0,379.0,289.0,4.3,135500.0,,4.0,450.0
,818.0,,3745.0,607.0,330.0,2.9,258000.0,,4.0,750.0
,818.0,,3745.0,700.0,340.0,2.8,293200.0,,2.0,750.0
,818.0,,3996.0,510.0,290.0,3.4,245000.0,,1.0,470.0
,818.0,,3996.0,500.0,315.0,3.4,222000.0,,2.0,450.0
,818.0,,4194.0,515.0,296.0,3.1,750000.0,,1.0,480.0
,818.0,,2981.0,379.0,293.0,4.4,116000.0,,4.0,450.0
,818.0,,3745.0,572.0,318.0,3.0,191300.0,,4.0,750.0
,818.0,,2981.0,473.0,240.0,3.5,233000.0,,4.0,570.0
,818.0,,1199.0,86.0,170.0,13.0,8200.0,,5.0,113.0
,818.0,,2500.0,74.0,120.0,5.7,11000.0,,5.0,114.0
,818.0,,2500.0,272.0,170.0,12.0,10400.0,,5.0,373.0
,818.0,,1199.0,86.0,170.0,12.5,11300.0,,5.0,113.0
,818.0,,1199.0,110.0,180.0,10.0,12000.0,,5.0,140.0
,818.0,,1199.0,86.0,165.0,12.0,11800.0,,5.0,113.0
,818.0,,1199.0,86.0,170.0,13.5,9200.0,,5.0,113.0
,818.0,,624.0,37.0,105.0,29.0,4000.0,,4.0,51.0
,818.0,,1396.0,70.0,155.0,16.0,6200.0,,5.0,140.0
,818.0,,1193.0,65.0,140.0,16.0,5000.0,,5.0,100.0
,818.0,,1199.0,86.0,170.0,13.0,9400.0,,5.0,113.0
,818.0,,2500.0,74.0,120.0,5.7,14500.0,,5.0,114.0
,818.0,,2500.0,272.0,165.0,15.0,8700.0,,5.0,373.0
,818.0,,1396.0,70.0,155.0,16.5,6500.0,,5.0,140.0
,818.0,,6200.0,420.0,210.0,6.8,79295.0,,7.0,624.0
,818.0,,1396.0,272.0,150.0,17.0,8300.0,,5.0,373.0
,818.0,,2500.0,272.0,160.0,14.0,9000.0,,5.0,373.0
,818.0,,1396.0,70.0,150.0,17.0,7000.0,,5.0,140.0
,818.0,,1396.0,85.0,160.0,15.0,7200.0,,5.0,115.0
,818.0,,6200.0,420.0,205.0,6.9,82295.0,,7.0,624.0
,818.0,,2500.0,272.0,180.0,10.0,14000.0,,5.0,373.0
,818.0,,2500.0,143.0,140.0,9.0,25000.0,,5.0,250.0
,818.0,,1956.0,168.0,180.0,11.0,23000.0,,5.0,350.0
,818.0,,1956.0,168.0,180.0,11.0,25500.0,,7.0,350.0
,818.0,,1199.0,86.0,160.0,16.0,10500.0,,5.0,113.0
,818.0,,2179.0,154.0,180.0,12.0,20000.0,,7.0,400.0
,818.0,,2179.0,138.0,162.0,13.0,19000.0,,7.0,320.0
,818.0,,2956.0,85.0,125.0,17.6,15000.0,,7.0,250.0
,818.0,,2179.0,118.0,140.0,15.0,16500.0,,7.0,250.0
,818.0,,2500.0,129.0,120.0,9.4,22000.0,,5.0,245.0
,818.0,,2500.0,74.0,120.0,5.7,11000.0,,5.0,114.0
,818.0,,2500.0,670.0,250.0,3.1,88490.0,,5.0,967.0
,818.0,,2500.0,1020.0,322.0,2.1,108490.0,,5.0,1400.0
,818.0,,2500.0,283.0,225.0,5.8,40240.0,,5.0,420.0
,818.0,,2500.0,450.0,261.0,3.1,53240.0,,5.0,660.0
,818.0,,2500.0,670.0,250.0,3.8,98490.0,,7.0,967.0
,818.0,,2500.0,1020.0,262.0,2.6,113490.0,,6.0,1400.0
,818.0,,2500.0,346.0,217.0,5.0,47490.0,,5.0,498.0
,818.0,,2500.0,384.0,217.0,4.8,50490.0,,5.0,559.0
,818.0,,2500.0,800.0,209.0,2.9,69900.0,,6.0,1355.0
,818.0,,2500.0,1288.0,402.0,1.9,200000.0,,4.0,10000.0
,818.0,,3600.0,285.0,180.0,6.8,35195.0,,4.0,353.0
,818.0,,2000.0,270.0,180.0,7.1,42100.0,,4.0,400.0
,818.0,,3600.0,293.0,209.0,7.0,41530.0,,5.0,352.0
,818.0,,3600.0,293.0,209.0,7.2,43530.0,,7.0,352.0
,818.0,,2400.0,180.0,195.0,8.5,37695.0,,5.0,230.0
,818.0,,2000.0,200.0,200.0,7.8,31590.0,,5.0,320.0
,818.0,,1300.0,177.0,200.0,8.7,28345.0,,5.0,285.0
,818.0,,3600.0,285.0,177.0,8.1,38775.0,,5.0,353.0
,818.0,,5700.0,392.0,190.0,7.4,63595.0,,8.0,548.0
,818.0,,6400.0,471.0,190.0,6.0,91495.0,,8.0,617.0
,818.0,,2500.0,375.0,210.0,6.0,59865.0,,5.0,637.0
,818.0,,2500.0,375.0,180.0,6.4,50695.0,,5.0,637.0
,818.0,,2500.0,240.0,200.0,7.3,46500.0,,5.0,270.0
,818.0,,2500.0,240.0,200.0,7.5,44500.0,,5.0,270.0
,818.0,,1500.0,108.0,180.0,10.2,47000.0,,5.0,142.0
,818.0,,2500.0,600.0,177.0,4.5,80000.0,,5.0,850.0
,818.0,,3600.0,285.0,177.0,8.6,51570.0,,5.0,353.0
,818.0,,5700.0,357.0,190.0,7.3,66575.0,,5.0,529.0
,818.0,,3200.0,271.0,195.0,7.6,41295.0,,5.0,324.0
,818.0,,6400.0,470.0,160.0,4.5,82495.0,,4.0,637.0
,818.0,,2000.0,235.0,220.0,7.6,37490.0,,5.0,350.0
,818.0,,3600.0,310.0,210.0,6.5,44195.0,,5.0,366.0
,818.0,,3600.0,310.0,210.0,6.9,48595.0,,7.0,366.0
,818.0,,2500.0,340.0,190.0,5.7,58590.0,,5.0,440.0
,818.0,,6200.0,682.0,200.0,4.4,149990.0,,7.0,885.0
,818.0,,6200.0,420.0,210.0,6.8,104595.0,,7.0,624.0
,818.0,,6200.0,668.0,320.0,3.4,92000.0,,5.0,893.0
,818.0,,3600.0,472.0,290.0,3.9,60495.0,,5.0,603.0
,818.0,,2000.0,235.0,220.0,7.4,41390.0,,5.0,350.0
,818.0,,3600.0,310.0,210.0,6.5,51095.0,,5.0,366.0
,818.0,,3600.0,310.0,210.0,6.9,57095.0,,7.0,366.0
,818.0,,2500.0,340.0,190.0,5.7,59990.0,,5.0,440.0
,818.0,,2500.0,500.0,210.0,4.5,64990.0,,5.0,620.0
,818.0,,2000.0,237.0,240.0,6.8,41290.0,,5.0,350.0
,818.0,,1400.0,98.0,180.0,10.7,14595.0,,5.0,127.0
,818.0,,1400.0,138.0,190.0,8.5,16720.0,,5.0,200.0
,818.0,,1500.0,160.0,210.0,8.0,25000.0,,5.0,250.0
,818.0,,2000.0,275.0,240.0,5.4,26400.0,,4.0,400.0
,818.0,,6200.0,495.0,312.0,3.0,65895.0,,2.0,637.0
,818.0,,3600.0,310.0,210.0,7.0,35915.0,,7.0,360.0
,818.0,,1500.0,170.0,200.0,8.9,26600.0,,5.0,275.0
,818.0,,3600.0,308.0,220.0,6.6,44000.0,,5.0,366.0
,818.0,,5300.0,355.0,200.0,7.5,56995.0,,7.0,519.0
,818.0,,5300.0,355.0,190.0,7.6,59900.0,,8.0,519.0
,818.0,,2700.0,310.0,190.0,6.8,30695.0,,5.0,583.0
,818.0,,5300.0,355.0,180.0,7.0,42795.0,,6.0,519.0
,818.0,,6600.0,401.0,170.0,8.0,41500.0,,6.0,629.0
,818.0,,6600.0,445.0,160.0,8.5,45500.0,,6.0,1234.0
,818.0,,2500.0,200.0,150.0,6.5,27495.0,,5.0,360.0
,818.0,,2500.0,200.0,150.0,7.0,28795.0,,5.0,360.0
,818.0,,1300.0,155.0,200.0,9.4,23100.0,,5.0,236.0
,818.0,,2000.0,250.0,240.0,5.8,33500.0,,5.0,353.0
,818.0,,6200.0,650.0,318.0,3.5,67300.0,,4.0,881.0
,818.0,,6200.0,495.0,312.0,3.0,65895.0,,2.0,637.0
,818.0,,5300.0,355.0,180.0,7.0,61595.0,,6.0,519.0
,818.0,,5300.0,355.0,180.0,7.0,55895.0,,6.0,519.0
,818.0,,5300.0,355.0,180.0,7.1,50895.0,,6.0,519.0
,818.0,,2800.0,181.0,160.0,9.1,48295.0,,5.0,500.0
,818.0,,3600.0,310.0,210.0,7.0,46600.0,,7.0,360.0
,818.0,,1500.0,170.0,200.0,8.8,33400.0,,5.0,275.0
,818.0,,3600.0,308.0,220.0,6.6,48900.0,,5.0,366.0
,818.0,,2500.0,200.0,150.0,6.7,28795.0,,5.0,360.0
,818.0,,6200.0,455.0,290.0,4.3,43500.0,,4.0,617.0
,818.0,,6200.0,460.0,290.0,3.9,65900.0,,2.0,630.0
,818.0,,3600.0,310.0,210.0,7.0,43700.0,,7.0,360.0
,818.0,,3600.0,308.0,220.0,6.6,45000.0,,5.0,366.0
,818.0,,1500.0,160.0,210.0,8.5,25800.0,,5.0,250.0
,818.0,,1400.0,98.0,180.0,11.0,17595.0,,5.0,127.0
,818.0,,1200.0,137.0,200.0,9.2,24100.0,,5.0,220.0
,818.0,,1500.0,170.0,200.0,8.9,28400.0,,5.0,275.0
,818.0,,6600.0,445.0,160.0,8.5,75700.0,,6.0,1234.0
,818.0,,2700.0,310.0,190.0,6.9,29200.0,,5.0,583.0
