Company/Brand,Car Name,Battery_CC,Battery_kWh,Horsepower (hp),Top Speed (km/h),Acceleration (time in seconds to reach 100km/h),Price ($),Fuel Type,Seats,Torque (Nm),Torque
Volkswagen,Corrado,2861,,190,235,6.4,25000,P,4,245,245 Nm
Volkswagen,Phaeton,4482.5,,345,250,6.1,85000,P,5,560,560 Nm
Volkswagen,Golf Cabriolet,1590.5,,158,217,8.4,30000,P,4,200,200 Nm
Volkswagen,Santana,1498,,110,190,12.9,15000,P,5,145,145 Nm
Volkswagen,Polo Vivo,1494,,95,170,10.8,14000,P,5,132,132 Nm
Volkswagen,Karmann Ghia,1192,,47,138,23,25000,P,2,106,106 Nm
Volkswagen,Fox,1294,,65,148,17.5,12000,P,5,93,93 Nm
Volkswagen,Vento,1598,,108,186,11.7,18000,P,5,153,153 Nm
Volkswagen,Golf Electric,,35.8,136,140,10.4,33000,E,5,290,290 Nm
Volkswagen,Bora,1747,,125,200,9.4,20000,P,5,220,220 Nm
Volkswagen,Teramont,2790.5,,256,190,8.6,32000,P,7,350,350 Nm
Volkswagen,Taos,1498,,158,193,8.4,24000,P,5,250,250 Nm
Volkswagen,Up! Cabriolet,999,,98,160,12.4,18000,P,4,95,95 Nm
Volkswagen,T-Roc Cabriolet,1248.5,,132,205,9.6,35000,P,4,250,250 Nm
Volkswagen,Passat CC,1984,,240,240,7.3,40000,P,5,280,280 Nm
Volkswagen,Transporter,1968,,153,180,12.2,35000,D,9,340,340 Nm
Volkswagen,Amarok V6,2967,,231,191,7.9,45000,D,5,580,580 Nm
Volkswagen,ID.2,,50,170,160,8,25000,E,5,220,220 Nm
Volkswagen,Polo TDI,1494,,90,190,9.9,20000,D,5,250,250 Nm
Volkswagen,Golf GTE,1395,,204,222,7.6,40000,H,5,350,350 Nm
Volkswagen,Touareg V8,3956,,421,250,4.9,70000,P,5,770,770 Nm
Volkswagen,Beetle Dune,1395,,150,200,7.5,30000,P,4,250,250 Nm
Volkswagen,Passat B8,1733,,215,210,8.7,28000,P,5,250,250 Nm
Volkswagen,ID.4 Pro S,,77,201,180,7.8,45000,E,5,310,310 Nm
Volkswagen,Golf Cabriolet,1590.5,,158,217,8.4,30000,P,4,200,200 Nm
Volkswagen,Golf Country,1781,,98,165,12,25000,P,5,170,170 Nm
Volkswagen,Jetta GLI,1984,,228,250,6.5,31000,P,5,350,350 Nm
Volkswagen,Arteon Shooting Brake,1984,,235,250,5.6,50000,P,5,420,420 Nm
Volkswagen,T-Cross R-Line,1248.5,,132,200,8.5,27000,P,5,250,250 Nm
Volkswagen,Golf R32,3189,,240,250,6.2,40000,P,5,320,320 Nm
Volkswagen,Passat B7,1791,,180,220,8.5,26000,P,5,280,280 Nm
Volkswagen,Scirocco 16V,1781,,137,220,7.1,35000,P,4,230,230 Nm
Volkswagen,Polo BlueMotion,1199,,85,190,10.5,20000,D,5,210,210 Nm
Volkswagen,Golf Variant GTD,1968,,184,230,7.5,38000,D,5,380,380 Nm
Volkswagen,Polo GTI R5,1598,,272,200,4.1,45000,P,5,400,400 Nm
Volkswagen,ID. Buzz Pro,,77,204,145,10.2,60000,E,7,310,310 Nm
Volkswagen,Jetta Hybrid,1395,,170,210,8.6,28000,H,5,250,250 Nm
Volkswagen,Golf Variant Alltrack,1968,,175,220,7.8,35000,P,5,320,320 Nm
Volkswagen,Volkswagen XL1,800,,68,160,11.9,150000,H,2,140,140 Nm
Volkswagen,Golf TDI,1968,,167,220,8,28000,D,5,350,350 Nm
Volkswagen,Passat Variant,1733,,195,220,8.5,30000,P,5,280,280 Nm
Volkswagen,Polo GTI Clubsport,1984,,300,240,6.7,30000,P,5,320,320 Nm
Volkswagen,Jetta Hybrid,1395,,170,210,8.6,28000,H,5,250,250 Nm
Volkswagen,ID.3 GTX,,77,299,180,6.2,45000,E,5,310,310 Nm
Volkswagen,Arteon R-Line,1984,,235,250,5.6,50000,P,5,420,420 Nm
Volkswagen,Golf TGI,1498,,130,220,8.8,30000,P,5,200,200 Nm
Volkswagen,Scirocco GTS,1984,,220,246,6.5,35000,P,4,350,350 Nm
Volkswagen,Caddy Maxi,1968,,136,180,12,25000,D,7,250,250 Nm
Volkswagen,Volkswagen Lupo 3L,1199,,61,165,14.5,20000,D,4,140,140 Nm
Volkswagen,Polo Beats,999,,95,187,9.5,22000,P,5,175,175 Nm
Volkswagen,Passat Hybrid,1395,,215,210,7.4,32000,H,5,330,330 Nm
Volkswagen,Golf TCR,1984,,290,250,5.6,40000,P,5,370,370 Nm
Volkswagen,Tiguan R-Line,1984,,210,250,4.9,45000,P,5,420,420 Nm
Volkswagen,Sharan Business,1968,,167,200,8.3,35000,D,7,350,350 Nm
Volkswagen,ID. Buzz Cargo Pro,,77,204,145,10.2,55000,E,2,310,310 Nm
Volkswagen,Arteon 280 TSI,1984,,280,250,5.6,50000,P,5,350,350 Nm
Volkswagen,Jetta GLI 35th,1984,,228,250,6.5,31000,P,5,350,350 Nm
Volkswagen,Beetle Final Edition,1984,,174,205,7,25000,P,4,250,250 Nm
Volkswagen,Golf Variant TDI,1968,,167,220,7.8,30000,D,5,350,350 Nm
Volkswagen,Golf 4MOTION,1968,,167,250,4.9,40000,P,5,400,400 Nm
Volkswagen,Jetta SportWagen,1681.5,,148,200,8.5,27000,P,5,250,250 Nm
Volkswagen,Polo GTI Plus,1984,,207,237,6.7,30000,P,5,320,320 Nm
Volkswagen,Touareg V6,2967,,286,235,7.5,60000,P,5,450,450 Nm
Volkswagen,Tiguan eHybrid,1395,,245,200,7.5,42000,H,5,400,400 Nm
Volkswagen,Up! e-up!,,32.3,83,130,11.9,23000,E,4,210,210 Nm
Volkswagen,Amarok V8,3996,,325,210,7.4,70000,D,5,580,580 Nm
Volkswagen,Golf R Cabriolet,1984,,265,250,5.9,45000,P,4,380,380 Nm
Volkswagen,Passat Alltrack TDI,1968,,190,220,8,40000,D,5,400,400 Nm
Volkswagen,ID. Buzz Cargo EV,,77,204,145,10.2,55000,E,2,310,310 Nm
Nissan,Versa,1598,,122,180,10.4,16700,P,5,154,154 Nm
Nissan,Micra,999,,100,175,10.8,15500,P,5,160,160 Nm
Nissan,Patrol Platinum,5552,,400,210,7.3,77000,P,7,560,560 Nm
Nissan,Qashqai,1332,,156,195,8.9,26000,P,5,260,260 Nm
Nissan,Murano,3498,,260,210,7.5,39000,P,5,325,325 Nm
Nissan,Maxima Platinum,3498,,300,220,6.2,45000,P,5,353,353 Nm
Nissan,Armada,5552,,400,210,6.5,51000,P,8,560,560 Nm
Nissan,Kicks,1598,,122,180,10.7,20000,P,5,154,154 Nm
Nissan,X-Trail,1498,,201,200,8,29000,H,5,305,305 Nm
Nissan,Z (Fairlady Z),2997,,400,250,4.5,40000,P,2,475,475 Nm
Nissan,Almera,999,,100,185,10.7,14500,P,5,160,160 Nm
Nissan,Sylphy,1798,,137,190,9.6,18000,P,5,174,174 Nm
Nissan,Note,1198,,109,170,11.5,16000,H,5,150,150 Nm
Nissan,Sunny,1598,,118,180,11,15000,P,5,156,156 Nm
Nissan,Cube,1798,,122,175,10.6,14500,P,5,171,171 Nm
Nissan,Juke,999,,117,180,10.4,25000,P,5,180,180 Nm
Nissan,Terrano,1461,,110,168,13.5,15500,D,5,248,248 Nm
Nissan,Magnite,999,,100,160,13,12000,P,5,160,160 Nm
Nissan,Xterra,3954,,261,200,7.8,35000,P,7,381,381 Nm
Nissan,Patrol,5552,,400,210,7.3,77000,P,7,560,560 Nm
Nissan,GT-R NISMO,3799,,600,330,2.9,220000,P,2,652,652 Nm
Nissan,370Z Roadster,3696,,332,250,5.5,41820,P,2,366,366 Nm
Nissan,Ariya,,87,389,200,5.1,58950,E,5,600,600 Nm
Nissan,Patrol Royale,5552,,400,210,6.6,85000,P,7,560,560 Nm
Nissan,Infiniti QX80*,5552,,400,210,6.5,70600,P,7,560,560 Nm
Nissan,Tiida,1598,,126,190,10.1,14500,P,5,154,154 Nm
Nissan,Pulsar,1197,,115,190,10.7,19000,P,5,190,190 Nm
Nissan,Latio,1498,,102,175,11.5,13000,P,5,139,139 Nm
Nissan,Bluebird Sylphy,1997,,133,185,10.5,18500,P,5,191,191 Nm
Nissan,March,1198,,79,170,13.7,12000,P,5,106,106 Nm
Nissan,Rogue Sport,1997,,141,190,9.8,24960,P,5,199,199 Nm
Nissan,X-Trail Hybrid,1997,,179,180,9.4,28500,H,5,207,207 Nm
Nissan,Pathfinder Rock Creek,3498,,284,190,7.4,42820,P,7,351,351 Nm
Nissan,Armada Platinum,5552,,400,210,6.5,65300,P,8,560,560 Nm
Nissan,Terrano XL,1598,,104,165,12.5,14000,P,5,145,145 Nm
Nissan,GT-R50 by Italdesign,3799,,720,315,2.5,1100000,P,2,780,780 Nm
Nissan,370Z NISMO,3696,,350,250,5.2,45790,P,2,374,374 Nm
Nissan,Ariya E-4ORCE,,87,389,200,5.1,60000,E,5,600,600 Nm
Nissan,Patrol NISMO,5552,,428,210,6.5,105000,P,7,560,560 Nm
Nissan,Infiniti Q60*,2997,,300,250,5,41750,P,4,400,400 Nm
Nissan,Primera,1998,,140,200,9.6,20000,P,5,190,190 Nm
Nissan,Skyline,2997,,400,250,5,50000,P,5,475,475 Nm
Nissan,Cedric,1998,,150,190,10.5,22000,P,5,190,190 Nm
Nissan,Gloria,2498,,210,210,8.6,30000,P,5,250,250 Nm
Nissan,Stanza,1796,,120,175,11,18500,P,5,170,170 Nm
Nissan,Patrol Super Safari,4750,,280,190,8.2,55000,P,7,451,451 Nm
Nissan,Pathfinder Hybrid,2488,,250,190,7.7,42500,H,7,329,329 Nm
Nissan,X-Terra Pro-4X,2498,,190,175,10.8,40000,P,7,240,240 Nm
Nissan,Rogue Platinum,1497,,201,180,8.2,38000,P,5,300,300 Nm
Nissan,Qashqai Tekna,1332,,158,190,9.2,36000,H,5,270,270 Nm
Nissan,GT-R V-Spec,3799,,600,330,2.8,175000,P,2,652,652 Nm
Nissan,Skyline NISMO,2997,,420,270,4.7,55000,P,5,475,475 Nm
Nissan,Ariya Lounge Edition,,87,389,200,5.1,63000,E,5,600,600 Nm
Nissan,Patrol Titanium,5552,,428,210,6.5,98000,P,7,560,560 Nm
Nissan,Infiniti FX50*,5026,,390,250,5.6,61750,P,5,500,500 Nm
Nissan,Avenir,1998,,140,180,9.8,20000,P,5,186,186 Nm
Nissan,Wingroad,1798,,125,175,10.8,18000,P,5,168,168 Nm
Nissan,Presea,1838,,115,170,11.5,17500,P,5,161,161 Nm
Nissan,Leopard,2960,,210,200,8.4,32000,P,5,265,265 Nm
Nissan,Sunny NISMO Edition,1598,,190,200,7.5,24000,P,5,240,240 Nm
Nissan,Paladin,2438,,150,180,10.6,20000,P,5,217,217 Nm
Nissan,Hardbody SUV,2498,,158,175,11,18500,P,5,225,225 Nm
Nissan,Patrol Desert Edition,5552,,428,210,6.5,95000,P,7,560,560 Nm
Nissan,Pathfinder Armada,5552,,400,200,6.5,60000,P,7,560,560 Nm
Nissan,Rogue Midnight Edition,1497,,201,180,8.2,39000,P,5,300,300 Nm
Nissan,GT-R Black Edition,3799,,600,330,2.8,185000,P,2,652,652 Nm
Nissan,Fairlady Z Heritage,2997,,400,250,4.2,48000,P,2,475,475 Nm
Nissan,Skyline GT-R R34,2568,,276,250,5.6,70000,P,4,392,392 Nm
Nissan,Ariya Premiere,,87,389,200,5.1,67000,E,5,600,600 Nm
Nissan,Infiniti QX55*,1997,,268,230,6.5,50000,P,5,380,380 Nm
Nissan,NV350 Caravan,2488,,129,155,12.5,28000,D,8,356,356 Nm
Nissan,Navara,2298,,190,180,10.2,32000,D,5,450,450 Nm
Nissan,Titan XD,5552,,400,195,6.9,55000,P,6,560,560 Nm
Nissan,Evalia,1461,,85,140,15,25000,D,7,200,200 Nm
Nissan,Cabstar,2488,,130,145,14.8,27000,D,3,350,350 Nm
Nissan,Cherry,1397,,67,145,14,14000,P,5,110,110 Nm
Nissan,Laurel,2825,,94,160,12.5,22000,D,5,184,184 Nm
Nissan,Silvia,1998,,247,235,5.9,45000,P,4,275,275 Nm
Nissan,NX Coupe,1998,,140,200,9,22000,P,4,180,180 Nm
Nissan,AD Wagon,1498,,105,165,12.3,16000,P,5,150,150 Nm
Nissan,Patrol Super Safari Y61,4750,,280,190,8.2,58000,P,7,451,451 Nm
Nissan,Pathfinder Rock Creek Edition,3498,,284,195,7.2,44000,P,7,351,351 Nm
Nissan,Terrano II,2664,,125,160,12.9,28000,D,5,278,278 Nm
Nissan,Murano CrossCabriolet,3498,,260,195,7.6,47000,P,4,325,325 Nm
Nissan,X-Trail Tekna,1497,,204,190,8,43000,H,5,305,305 Nm
Nissan,GT-R LM NISMO,3000,,500,320,3,600000,H,2,650,650 Nm
Nissan,Skyline 400R,2997,,400,250,4.5,70000,P,5,475,475 Nm
Nissan,Infiniti G37*,3696,,328,250,5.5,42000,P,5,365,365 Nm
Nissan,Patrol Black Edition,5552,,400,200,6.5,85000,P,7,560,560 Nm
Nissan,Ariya Empower+,,87,389,200,5.1,68000,E,5,600,600 Nm
Nissan,Datsun 510 (Classic),1595,,96,175,10.2,25000,P,4,135,135 Nm
Nissan,200SX,1998,,200,240,7.2,30000,P,4,265,265 Nm
Nissan,300ZX,2960,,300,250,5.9,50000,P,4,384,384 Nm
Nissan,R390 GT1 Road Car,3495,,550,354,3.3,1000000,P,2,637,637 Nm
Nissan,Figaro,987,,76,170,12.8,20000,P,4,103,103 Nm
Nissan,Hardbody Truck,2389,,134,160,10.6,25000,P,5,206,206 Nm
Nissan,Atlas,2999,,130,130,18,35000,D,3,300,300 Nm
Nissan,Clipper,659,,48,110,18.5,10000,P,4,62,62 Nm
Nissan,NV200,1998,,131,140,14,28000,P,7,188,188 Nm
Nissan,Violet,1770,,85,155,13.8,18000,P,5,130,130 Nm
Nissan,Bluebird Z,1998,,140,190,11,23000,P,5,180,180 Nm
Nissan,Stanza Wagon,2389,,138,160,12,22000,P,7,205,205 Nm
Nissan,180SX,1998,,205,240,6.8,35000,P,4,275,275 Nm
Nissan,Sunny California,1597,,110,170,11,18000,P,5,140,140 Nm
Nissan,Patrol Warrior,5552,,428,205,6.3,95000,P,7,580,580 Nm
Nissan,Pathfinder Armada Platinum,5552,,400,190,6.8,70000,P,7,560,560 Nm
Nissan,Rogue Sport SL,1998,,141,190,9,32000,P,5,195,195 Nm
Nissan,X-Trail Platinum Edition,1497,,204,190,8,46000,H,5,305,305 Nm
Nissan,Qashqai e-Power,1497,,187,200,7.5,40000,H,5,330,330 Nm
Nissan,GT-R Egoist,3799,,565,315,2.8,220000,P,2,637,637 Nm
Nissan,Infiniti M45*,4494,,325,250,5.8,50000,P,5,451,451 Nm
Nissan,Skyline 50th Anniversary,2997,,400,250,4.5,75000,P,5,475,475 Nm
Nissan,Ariya Dual Motor AWD,,87,389,200,5.1,70000,E,5,600,600 Nm
Nissan,Patrol Legend Edition,5552,,428,205,6.3,95000,P,7,580,580 Nm
Nissan,Datsun 240Z (Classic),2393,,151,210,8,45000,P,2,198,198 Nm
Nissan,100NX,1597,,110,185,9.6,18000,P,4,135,135 Nm
Nissan,Cedric Special Edition,2960,,250,225,8.5,60000,P,5,330,330 Nm
Nissan,300ZX Turbo,2960,,300,250,5.9,55000,P,4,384,384 Nm
Nissan,Silvia S15 Spec-R,1998,,250,240,5.6,35000,P,4,300,300 Nm
Nissan,NV400,2298,,135,150,15,40000,D,3,360,360 Nm
Nissan,Titan Warrior,5552,,400,180,7,55000,P,5,560,560 Nm
Nissan,Caravan Coach,2498,,127,140,14,30000,D,7,260,260 Nm
Nissan,Serena e-Power,1198,,134,160,12,35000,H,7,320,320 Nm
Nissan,Elgrand,3498,,280,200,8.5,50000,P,7,344,344 Nm
Nissan,Datsun 510,1595,,96,175,10.2,25000,P,4,135,135 Nm
Nissan,Prairie,1998,,120,175,11,18000,P,5,170,170 Nm
Nissan,Pulsar GTI-R,1998,,230,225,6,30000,P,5,280,280 Nm
Nissan,Almera Tino,1769,,114,180,12.5,15000,P,5,160,160 Nm
Nissan,Lucino,1597,,115,185,10.5,12000,P,5,150,150 Nm
Nissan,Rasheen,1497,,105,165,13,10000,P,5,135,135 Nm
Nissan,Mistral,2663,,125,160,12.5,25000,D,7,260,260 Nm
Nissan,Patrol Y60,4169,,155,160,12,45000,D,7,330,330 Nm
Nissan,X-Trail GT,1998,,280,215,6.4,38000,P,5,310,310 Nm
Nissan,Terrano Regulus,3275,,170,175,10,28000,P,5,290,290 Nm
Nissan,President,4494,,280,210,7.5,70000,P,5,400,400 Nm
Nissan,Cima,4130,,270,210,8,60000,P,5,390,390 Nm
Nissan,Leopard J. Ferie,2960,,255,215,6.5,45000,P,5,340,340 Nm
Nissan,Gloria Gran Turismo,2960,,255,220,6.5,50000,P,5,340,340 Nm
Nissan,Infiniti Q45*,4494,,340,240,6.2,50000,P,5,450,450 Nm
Nissan,Datsun 240Z,2393,,151,210,8,45000,P,2,198,198 Nm
Nissan,280ZX,2753,,145,205,9.5,35000,P,2,210,210 Nm
Nissan,Silvia S13,1809,,175,215,6.8,20000,P,4,230,230 Nm
Nissan,200SX,1998,,200,225,7,25000,P,4,260,260 Nm
Nissan,NX Coupe,1839,,140,200,9,18000,P,4,180,180 Nm
Nissan,NV2500,3954,,261,160,10,36000,P,2,385,385 Nm
Nissan,NV3500,5552,,375,170,9,42000,P,2,525,525 Nm
Nissan,NT400 Cabstar,2953,,150,140,15,35000,D,3,350,350 Nm
Porsche,Panamera,2894,,330,270,5.6,88000,P,4,450,450 Nm
Porsche,Panamera 4,2894,,330,270,5.4,92000,P,4,450,450 Nm
Porsche,Panamera 4S,2894,,440,289,4.4,105000,P,4,550,550 Nm
Porsche,Panamera Turbo S,3996,,620,315,3.1,180000,P,4,820,820 Nm
Porsche,Panamera GTS,3996,,473,300,3.9,130000,P,4,620,620 Nm
Porsche,Panamera Platinum Edition,2894,,330,270,5.4,102000,P,4,450,450 Nm
Porsche,Panamera E-Hybrid,,17.9,455,280,4.4,115000,H,4,700,700 Nm
Porsche,Panamera 4 E-Hybrid Sport Turismo,,17.9,455,280,4.4,120000,H,4,700,700 Nm
Porsche,Panamera Turbo S E-Hybrid,,17.9,690,315,3.2,190000,H,4,870,870 Nm
Porsche,Panamera 4 Executive,2894,,330,270,5.6,95000,P,4,450,450 Nm
Porsche,Cayenne,2995,,335,245,5.9,80000,P,5,450,450 Nm
Porsche,Cayenne Coupe,2995,,335,245,6,85000,P,5,450,450 Nm
Porsche,Cayenne S,2894,,434,265,5,95000,P,5,550,550 Nm
Porsche,Cayenne Turbo,3996,,541,286,4,130000,P,5,770,770 Nm
Porsche,Cayenne GTS,3996,,453,270,4.5,110000,P,5,620,620 Nm
Porsche,Cayenne Turbo S E-Hybrid,,17.9,670,295,3.6,170000,H,5,900,900 Nm
Porsche,Macan,1984,,261,232,6.2,60000,P,5,400,400 Nm
Porsche,Macan S,2894,,375,259,4.8,75000,P,5,520,520 Nm
Porsche,Macan GTS,2894,,434,272,4.5,85000,P,5,550,550 Nm
Porsche,Macan T,1984,,261,232,6.2,65000,P,5,400,400 Nm
Porsche,911 Carrera,2981,,379,293,4.2,110000,P,4,450,450 Nm
Porsche,911 Carrera S,2981,,443,308,3.5,131300,P,4,528,528 Nm
Porsche,911 Carrera 4,2981,,379,293,4.2,106500,P,4,450,450 Nm
Porsche,911 Carrera 4S,2981,,443,306,3.4,113300,P,4,528,528 Nm
Porsche,911 Targa 4,2981,,379,289,4.4,121300,P,4,450,450 Nm
Porsche,911 Turbo,3745,,572,320,2.7,197200,P,4,750,750 Nm
Porsche,911 Turbo S,3745,,640,330,2.6,230400,P,4,800,800 Nm
Porsche,911 GT3,3996,,502,318,3.4,161100,P,2,469,469 Nm
Porsche,911 GT3 RS,3996,,518,296,3.2,241300,P,2,465,465 Nm
Porsche,911 Dakar,2981,,473,240,3.4,222000,P,2,570,570 Nm
Porsche,Taycan,,79.2,402,230,5.4,86700,E,4,344,344 Nm
Porsche,Taycan 4S,,79.2,522,250,4,103800,E,4,640,640 Nm
Porsche,Taycan Turbo,,93.4,670,260,3.2,150900,E,4,850,850 Nm
Porsche,Taycan Turbo S,,93.4,750,260,2.8,185000,E,4,1050,1050 Nm
Porsche,Taycan GTS,,93.4,590,250,3.5,132750,E,4,850,850 Nm
Porsche,Taycan Cross Turismo,,93.4,469,220,4.8,97700,E,5,500,500 Nm
Porsche,Taycan Sport Turismo,,79.2,509,240,4.1,104000,E,5,650,650 Nm
Porsche,718 Cayman,1988,,300,275,4.9,63400,P,2,380,380 Nm
Porsche,718 Cayman S,2497,,350,285,4.4,75400,P,2,420,420 Nm
Porsche,718 Cayman GT4,3995,,414,302,4.2,100200,P,2,420,420 Nm
Porsche,718 Cayman GT4 RS,3996,,493,315,3.2,141700,P,2,450,450 Nm
Porsche,718 Boxster,1988,,300,275,4.9,65500,P,2,380,380 Nm
Porsche,718 Boxster T,1988,,300,275,4.7,69600,P,2,380,380 Nm
Porsche,718 Boxster GTS,3995,,394,293,4.3,90300,P,2,430,430 Nm
Porsche,718 Spyder,3995,,414,301,4.1,98300,P,2,420,420 Nm
Porsche,Panamera Base,2894,,325,265,5.6,92300,P,4,450,450 Nm
Porsche,Panamera 4 E-Hybrid,2894,,462,280,4.4,113300,H,4,700,700 Nm
Porsche,Panamera 4 Sport Turismo,2894,,325,265,5.5,101400,P,4,450,450 Nm
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,3996,,690,315,3.2,200200,H,4,870,870 Nm
Porsche,Panamera 4S E-Hybrid Executive,2894,,560,295,3.7,128900,H,4,750,750 Nm
Porsche,Panamera Platinum Edition,2894,,325,265,5.6,98300,P,4,450,450 Nm
Porsche,Panamera GTS Sport Turismo,3996,,473,300,3.9,136900,P,4,620,620 Nm
Porsche,Panamera Turbo Executive,3996,,550,306,3.8,175200,P,4,770,770 Nm
Porsche,Panamera Turbo S Exclusive Series,3996,,570,310,3.8,290000,P,4,800,800 Nm
Porsche,Panamera 4S,2894,,443,289,4.1,105000,P,4,550,550 Nm
Porsche,Macan Base,1984,,265,232,6.4,58000,P,5,400,400 Nm
Porsche,Macan T,1984,,265,233,6.2,63000,P,5,400,400 Nm
Porsche,Macan S,2894,,375,259,4.6,70400,P,5,520,520 Nm
Porsche,Macan GTS,2894,,434,272,4.3,82900,P,5,550,550 Nm
Porsche,Macan EV,,95,603,240,4,85000,E,5,750,750 Nm
Porsche,Cayenne Base,2995,,335,245,5.9,72200,P,5,450,450 Nm
Porsche,Cayenne E-Hybrid,2995,,455,253,4.8,91000,H,5,700,700 Nm
Porsche,Cayenne S Coupe,2894,,434,263,4.7,94300,P,4,550,550 Nm
Porsche,Cayenne Turbo GT,3996,,631,300,3.3,182150,P,4,850,850 Nm
Porsche,Cayenne Platinum Edition,2995,,335,245,5.8,79000,P,5,450,450 Nm
Porsche,Cayenne Turbo S E-Hybrid Coupe,3996,,670,295,3.6,167800,H,4,900,900 Nm
Porsche,Cayenne GTS Coupe,3996,,453,270,4.5,111200,P,4,620,620 Nm
Porsche,Cayenne Diesel (Regional Markets),2967,,262,221,7.3,69000,D,5,580,580 Nm
Porsche,Cayenne S Hybrid,2995,,380,242,6.5,85500,H,5,580,580 Nm
Porsche,Cayenne Coupe Turbo E-Hybrid,3996,,728,295,3.6,182900,H,4,950,950 Nm
Porsche,Taycan Base,,79.2,321,230,5.4,86700,E,4,345,345 Nm
Cadillac,CT4,2000,,237,250,6,34395,P,5,350,350 Nm
Cadillac,CT4-V,2700,,325,260,4.9,46595,P,5,500,500 Nm
Cadillac,CT5,2000,,237,240,6.6,38195,P,5,350,350 Nm
Cadillac,CT5-V,3000,,360,250,4.6,50995,P,5,550,550 Nm
Porsche,Taycan Cross Turismo 4,,93.4,375,240,5.1,94800,E,4,500,500 Nm
Porsche,Taycan Cross Turismo GTS,,93.4,590,250,3.8,139400,E,4,620,620 Nm
Porsche,Taycan Sport Turismo Base,,79.2,375,230,5.4,90500,E,4,500,500 Nm
Porsche,Taycan Sport Turismo GTS,,93.4,590,250,3.7,136700,E,4,620,620 Nm
Porsche,Taycan Turbo S Cross Turismo,,93.4,750,260,2.9,190000,E,4,1050,1050 Nm
Porsche,911 Carrera Base,2981,,379,293,4.2,106100,P,4,450,450 Nm
Porsche,911 Carrera S Cabriolet,2981,,443,304,3.9,129900,P,4,530,530 Nm
Porsche,911 Carrera 4,2981,,379,293,4.4,113300,P,4,450,450 Nm
Porsche,911 Carrera 4 GTS,2981,,473,311,3.3,137000,P,4,570,570 Nm
Porsche,911 Targa 4 GTS,2981,,473,307,3.5,157300,P,4,570,570 Nm
Porsche,911 Turbo Cabriolet,3745,,572,320,2.9,184100,P,4,750,750 Nm
Porsche,911 Turbo S Coupe,3745,,640,330,2.7,207000,P,4,800,800 Nm
Porsche,911 GT3 Touring,3996,,502,318,3.9,170000,P,2,470,470 Nm
Porsche,911 GT3 RS Clubsport,3996,,525,296,3.2,223800,P,2,465,465 Nm
Porsche,911 Dakar Limited Edition,2981,,473,240,3.4,222000,P,4,570,570 Nm
Porsche,911 Carrera GTS Lightweight,2981,,473,311,3.2,145300,P,4,570,570 Nm
Porsche,911 Targa 4 Lightweight,2981,,379,289,4.3,135500,P,4,450,450 Nm
Porsche,911 Turbo Exclusive Series,3745,,607,330,2.9,258000,P,4,750,750 Nm
Porsche,911 GT2 RS,3745,,700,340,2.8,293200,P,2,750,750 Nm
Porsche,911 GT3 Cup,3996,,510,290,3.4,245000,P,1,470,470 Nm
Porsche,911 GT4 RS,3996,,500,315,3.4,222000,P,2,450,450 Nm
Porsche,911 RSR (Motorsport Edition),4194,,515,296,3.1,750000,P,1,480,480 Nm
Porsche,911 Sport Turismo,2981,,379,293,4.4,116000,P,4,450,450 Nm
Porsche,911 Turbo Cabriolet Lightweight,3745,,572,318,3,191300,P,4,750,750 Nm
Porsche,911 Dakar Sport,2981,,473,240,3.5,233000,P,4,570,570 Nm
Tata Motors,Tiago,1199,,86,170,13,8200,P,5,113,113 Nm
Tata Motors,Tiago EV,,24,74,120,5.7,11000,E,5,114,114 Nm
Tata Motors,Altroz,1348,,88,170,12,10400,P,5,373,113-200 Nm
Tata Motors,Altroz DCA,1199,,86,170,12.5,11300,P,5,113,113 Nm
Tata Motors,Altroz iTurbo,1199,,110,180,10,12000,P,5,140,140 Nm
Tata Motors,Altroz CNG,1199,,86,165,12,11800,P,5,113,113 Nm
Tata Motors,Tiago NRG,1199,,86,170,13.5,9200,P,5,113,113 Nm
Tata Motors,Nano GenX,624,,37,105,29,4000,P,4,51,51 Nm
Tata Motors,Indica eV2,1396,,70,155,16,6200,D,5,140,140 Nm
Tata Motors,Indica V2 Xeta,1193,,65,140,16,5000,P,5,100,100 Nm
Tata Motors,Tigor,1199,,86,170,13,9400,P,5,113,113 Nm
Tata Motors,Tigor EV,,26,74,120,5.7,14500,E,5,114,114 Nm
Tata Motors,Zest,1223.5,,82,165,15,8700,P,5,373,190 Nm / 140 Nm
Tata Motors,Indigo eCS,1396,,70,155,16.5,6500,D,5,140,140 Nm
Cadillac,Escalade,6200,,420,210,6.8,79295,P,7,624,624 Nm
Tata Motors,Indigo Marina,1396,,78,150,17,8300,P,5,373,135 Nm / 115 Nm
Tata Motors,Manza,1308,,82,160,14,9000,P,5,373,200 Nm / 115 Nm
Tata Motors,Indigo LX,1396,,70,150,17,7000,D,5,140,140 Nm
Tata Motors,Indigo GLX,1396,,85,160,15,7200,P,5,115,115 Nm
Cadillac,Escalade ESV,6200,,420,205,6.9,82295,P,7,624,624 Nm
Tata Motors,Nexon,1348,,114,180,10,14000,P,5,373,170-260 Nm
Tata Motors,Nexon EV Max,,40.5,143,140,9,25000,E,5,250,250 Nm
Tata Motors,Harrier,1956,,168,180,11,23000,D,5,350,350 Nm
